epoch,category_prediction_acc,category_prediction_categorical_accuracy,category_prediction_loss,loss,word_prediction_acc,word_prediction_categorical_accuracy,word_prediction_loss
0,0.9656474641102889,0.5437732884370748,0.12876147919290865,4.431941776951764,0.2564159620769588,0.2564159620769588,4.303180297695369
1,0.9668129613716854,0.5408828484409534,0.11746267547936942,3.818715441539947,0.3118253037948381,0.3118253037948381,3.701252765647549
2,0.9672078457099051,0.5464352855130179,0.11509625004600887,3.7138993129269027,0.3209154657116094,0.3209154657116094,3.598803062566265
3,0.9674044493628249,0.5483405317680421,0.11400813508115189,3.6646151885636713,0.32513295629221645,0.32513295629221645,3.5506070531338123
4,0.9675233974426817,0.5493996599026022,0.11333078417090929,3.6345072753839838,0.3275840967836675,0.3275840967836675,3.5211764912989434
5,0.9676177845423442,0.5503200713215666,0.112853701387746,3.61435535966176,0.329349908515353,0.329349908515353,3.5015016579475557
6,0.9676918806891782,0.5509729191961775,0.11250701409163508,3.599706047714776,0.33050468478455375,0.33050468478455375,3.4871990333903327
7,0.9677475954220558,0.5517556906162414,0.11224009509834751,3.5887832695705497,0.33140517698665,0.33140517698665,3.4765431743349913
8,0.9677870418614265,0.5522123970027321,0.1120371237850103,3.579901713900841,0.3321608510928203,0.3321608510928203,3.4678645905113226
9,0.9678272276095439,0.5528471201843144,0.11184192413056414,3.572418125235203,0.33296318282565596,0.33296318282565596,3.46057620186954
